TXN_ID;fecha_pago;cliente_nombre;mascota_id;servicio_cat;descripcion_detallada;subtotal_neto;impuesto_aplicado;total_con_iva;metodo_abono;estado_sistema;old_sys_val_1;old_sys_val_2;old_sys_val_3;old_sys_val_4;old_sys_val_5;old_sys_val_6;old_sys_val_7;old_sys_val_8;old_sys_val_9;old_sys_val_10;old_sys_val_11;old_sys_val_12;old_sys_val_13;old_sys_val_14;old_sys_val_15;old_sys_val_16;old_sys_val_17;old_sys_val_18;old_sys_val_19;old_sys_val_20;old_sys_val_21;old_sys_val_22;old_sys_val_23;old_sys_val_24;old_sys_val_25;old_sys_val_26;old_sys_val_27;old_sys_val_28;old_sys_val_29;old_sys_val_30;old_sys_val_31;old_sys_val_32;old_sys_val_33;old_sys_val_34;old_sys_val_35;old_sys_val_36;old_sys_val_37;old_sys_val_38;old_sys_val_39;Unnamed: 40;Unnamed: 41;Unnamed: 42;Unnamed: 43;Unnamed: 44;Unnamed: 45;Unnamed: 46;Unnamed: 47;Unnamed: 48;Unnamed: 49;Unnamed: 50;Unnamed: 51;Unnamed: 52;Unnamed: 53;Unnamed: 54;Unnamed: 55;Unnamed: 56;Unnamed: 57;Unnamed: 58;Unnamed: 59;Unnamed: 60;Unnamed: 61;Unnamed: 62;Unnamed: 63;Unnamed: 64;Unnamed: 65;Unnamed: 66;Unnamed: 67;Unnamed: 68;Unnamed: 69;Unnamed: 70;Unnamed: 71;Unnamed: 72;Unnamed: 73;Unnamed: 74;Unnamed: 75;Unnamed: 76;Unnamed: 77;Unnamed: 78;Unnamed: 79;Unnamed: 80;Unnamed: 81;Unnamed: 82;Unnamed: 83;Unnamed: 84;Unnamed: 85;Unnamed: 86;Unnamed: 87;Unnamed: 88;Unnamed: 89
TXN-2025010;2025-10-18;RUIZ;PET-388;Consulta;Consulta general;58,60;12,31;70,91;EFECTIVO;PENDING_SYNC;FALSE;0;1;1;migrated_2024;;;;;;NaN;;;;;NULL;;NaN;;NULL;;;NULL;;;;;;;NULL;;;;;NaN;;NULL;NULL;NaN;;;;NaN;;;;NaN;NaN;;;;;;;NULL;;NaN;NULL;;NaN;;;NaN;;NaN;;;;NaN;NULL;NULL;;;NaN;;NULL;;;;NaN;;;;;;;;;
NaN;NULL;SÃ¡NCHEZ;PET-194;VacunaciÃ³n;Recordatorio anual;43,50;9,14;52,64;TARJETA_POS_1;CLOSED;FALSE;TRUE;migrated_2024;migrated_2024;1;;NULL;;;NaN;NaN;;NaN;;;NULL;;;;;;;;NaN;;NaN;NaN;NaN;;NULL;;NaN;;;NaN;;;;NaN;;;;;;NULL;;;;;;;NULL;NaN;NULL;NaN;;NULL;;NaN;NaN;;;;;;NULL;;;;NaN;;;;NaN;;;NaN;NULL;NULL;NULL;;;;NULL;;;;;NULL
TXN-2025012;2026-01-07;  MartÃ­nez ;PET-987;VacunaciÃ³n;Leucemia felina;;8,90;51,26â‚¬;TARJETA;CLOSED;migrated_2024;migrated_2024;0;migrated_2024;1;;;;;NULL;;;;;;;NaN;;;NaN;;NaN;;;NULL;;;NaN;;NULL;NaN;;;;;;;;NaN;;;;;;NULL;NaN;;;NULL;;;;NaN;;;;;;NULL;;;;NULL;;;NaN;;;;;;;;;;;;;;;NaN;NULL;NaN;;;;;;
TXN-2025013;2025/04/16 00:00:00;  GarcÃ­a ;PET-196;Consulta;RevisiÃ³n urgencia;41,41;8,70;50,11â‚¬;STRIPE;CLOSED;TRUE;0;0;0;TRUE;;;NaN;NULL;NaN;;;;;NaN;;;;;;;;;;;;NULL;;;;NULL;;NULL;;;NaN;NaN;NULL;;;;;;;;;;;;;NULL;NaN;;NaN;NaN;;;;;NULL;;;;;NaN;;;;NULL;;NaN;;;;;;NaN;NaN;;;NaN;;;;;;;;NaN
TXN-2025014;2025-04-22;garcã­a;PET-429;Farmacia;Pienso Renal 2kg;47,73;10,02;57,75;STRIPE;CLOSED;0;0;FALSE;0;0;NaN;;;NaN;;;;NULL;NULL;;;NaN;;;;NaN;;;;;;;NULL;NULL;;;;;;;NULL;NULL;;;NULL;;NaN;;;;;;;NaN;;;NULL;NULL;NaN;;NaN;;;;NaN;;;NaN;;NaN;;NaN;NaN;;;;;NULL;;;;NULL;NaN;;;NaN;;;NaN;NULL;;;;NaN
TXN-2025015;2025/05/21 00:00:00;PÃ©rez;PET-514;VacunaciÃ³n;Leucemia felina;32,43;6,81; EUR 39,24;TRANSFERENCIA_POS_1;CLOSED;1;0;TRUE;migrated_2024;FALSE;;;NaN;NaN;;NaN;NULL;;;NULL;;;NULL;;NULL;NaN;NULL;NULL;NULL;;NaN;NaN;NULL;;;;;;NULL;;;NaN;;;;;NULL;;;;NULL;NaN;;;;;;NULL;;;;;;NULL;;;;;;;;;;NaN;NULL;;NaN;;;;NaN;;;;;NULL;;NULL;;NULL;NULL;;NULL;
TXN-2025016;2025/09/02 00:00:00;ruiz;PET-666;CirugÃ­a;ExtracciÃ³n tumoral;838,34;176,05; EUR 1014,39;STRIPE;CLOSED;FALSE;0;0;TRUE;migrated_2024;NaN;NaN;NULL;;;NaN;;;;;;;;;;;;;;NaN;;NaN;;;;;NaN;;;NaN;;;NULL;;;NaN;;;;NULL;;NaN;;;;;;NaN;NULL;;NaN;;;;;;;;NULL;NaN;NULL;;;NaN;;;NaN;;;NULL;;;;;;;;;;NULL;NaN;;;
TXN-2025017;2025/10/22 00:00:00;  MartÃ­nez ;PET-718;Consulta;Consulta especialista;71,24;14,96;86,20â‚¬;EFECTIVO;CLOSED;migrated_2024;0;1;FALSE;TRUE;;;NULL;;;;NaN;;NULL;NULL;NULL;NULL;NULL;NULL;NaN;;;NULL;;;NaN;NULL;NULL;NULL;;NaN;;;NULL;;;;NaN;;;;NULL;;;NaN;;;NaN;;NaN;;;;NULL;NULL;;NaN;;;;;NaN;;;NaN;;;;;NaN;NULL;;;NULL;;;;NaN;;;;;;;;NaN;;NaN;NULL
TXN-2025018;2025-03-31;PÃ©rez_antiguo;PET-161;Farmacia;AntibiÃ³tico amoxicilina;51,72;10,86;â‚¬62,58;Tarjeta;CLOSED;0;migrated_2024;TRUE;1;FALSE;;;NULL;;NaN;;;;;;;;;;;;;;NULL;;;NULL;;;;;;;NaN;NaN;;;;NaN;;;;;;;NULL;;;NaN;NULL;;;;;;;NULL;;;;;;NaN;NaN;;;;NaN;;NULL;;NULL;NaN;;;NaN;;;NaN;;;;NaN;;;NULL;;;
TXN-2025019;2026/01/22 00:00:00;  LÃ³pez ;PET-434;Farmacia;AntibiÃ³tico amoxicilina;37,12;7,80;44,92â‚¬;TRANSFERENCIA_POS_1;CLOSED;migrated_2024;0;FALSE;0;1;;;;NaN;;NaN;NaN;;;;NaN;;;;;;;;;;;NaN;;;;;;NULL;;NaN;;NaN;;;;NULL;;;;;NULL;NaN;;;NULL;;NULL;;;NULL;;;;;;;;NaN;;;;NaN;;;NULL;NULL;;NULL;;;NULL;;NULL;NaN;;;NaN;NaN;;;;;NaN;
TXN-2025020;jul. 16, 2025;LÃ³PEZ;PET-364;VacunaciÃ³n;Polivalente;28,73;6,03;34,76â‚¬;Tarjeta;CLOSED;FALSE;migrated_2024;migrated_2024;migrated_2024;FALSE;NaN;;;;;;NaN;;NaN;;;NaN;;;NULL;NULL;NaN;;NaN;;;NULL;;;NaN;NULL;NULL;;;;NaN;;;NULL;;;;;NULL;NULL;;;NaN;;NaN;;;;;;;;;;NaN;NaN;;NULL;NaN;;;NaN;;;;;;;NULL;;;;;NaN;NULL;;;;;;;NULL;NaN;NaN
TXN-2025021;2025-04-12;  Ruiz ;PET-875;VacunaciÃ³n;Recordatorio anual;37,58;7,89;45,47;Stripe;CLOSED;0;1;1;TRUE;TRUE;NaN;;;NaN;;;;;;;NaN;;;NULL;;;NULL;;NULL;;NaN;;NaN;;;;;;NaN;;NULL;NaN;;NaN;NULL;NaN;;NaN;;NULL;;;NULL;;;;NaN;NULL;;NULL;NaN;;;NaN;;;;;;NULL;;;NULL;;;NULL;NULL;NULL;;NaN;;;;NULL;NULL;;;;;NULL;;;;NaN
TXN-2025022;21/07/2025;LÃ³pez_antiguo;PET-798;Consulta;Consulta general;63,03;13,24; EUR 76,27;TARJETA_POS_1;CLOSED;migrated_2024;TRUE;1;migrated_2024;migrated_2024;;;;NaN;;NaN;;NaN;NULL;;NaN;;NULL;;;;NaN;NaN;;NaN;;;;;NULL;;NaN;;;;NULL;;NaN;;;;;NULL;NaN;NaN;NaN;NULL;;;;;NULL;;NaN;NULL;;;;;;;;;NaN;;;;;;;;;;NaN;NULL;;NULL;;NaN;;;NULL;NULL;NaN;NaN;;;;
TXN-2025023;2025-09-10;GarcÃ­a;PET-419;CirugÃ­a;ExtracciÃ³n tumoral;831,75;174,67;1006,42;Tarjeta;PENDING_SYNC;TRUE;TRUE;1;0;FALSE;NaN;NULL;;;;;NULL;;;;;;;NaN;;;NULL;NULL;;;;NaN;NULL;NaN;NaN;;;;NaN;NaN;;;;;NaN;;NULL;;;;;NULL;NULL;NaN;;;;NaN;;NULL;;;;;NaN;NULL;NULL;;;;;NaN;;;NULL;NULL;NaN;;NULL;NULL;;NULL;NaN;;;;NaN;;NaN;NaN;;NaN;;NULL
TXN-2025024;mar. 01, 2025;LÃ³PEZ;PET-632;VacunaciÃ³n;Leucemia felina;32,26;6,77; EUR 39,03;TRANSFERENCIA;CLOSED;TRUE;FALSE;0;migrated_2024;TRUE;;;;;;;;NaN;NaN;NaN;;NaN;;NaN;NaN;NaN;;;NaN;;;NULL;;;;;;;;;;;NULL;;;;NaN;;NaN;;;;;NULL;;;NULL;;NaN;;NULL;NaN;NULL;NaN;;NaN;;;;NaN;NULL;NULL;;;;NULL;NaN;;;;NULL;NaN;NaN;;;NULL;;;;;;;;
TXN-2025025;abr. 09, 2025;GarcÃ­a;PET-445;Consulta;RevisiÃ³n urgencia;73,20;15,37;â‚¬88,57;STRIPE;CLOSED;0;1;0;FALSE;FALSE;;;;NULL;;;;;NaN;;;;;;NaN;;;NaN;;;NULL;;NaN;NULL;NaN;;NULL;;NULL;;NULL;;;;;;NaN;NULL;NULL;;NULL;;;;;NULL;NULL;;;;;NULL;;;;NaN;;;;;;;;;;NULL;NULL;NULL;;;;;NaN;;;;;NaN;;NaN;;NULL;NULL;NULL
TXN-2025026;NULL;martã­nez;PET-990;CirugÃ­a;ExtracciÃ³n tumoral;338,11;71,00;â‚¬409,11;TRANSFERENCIA;PENDING_SYNC;1;TRUE;TRUE;0;FALSE;;;;NaN;;NaN;;;NaN;;NaN;;;;;;;;NULL;NaN;;;NaN;NULL;NaN;;NaN;;NaN;;NaN;;;NaN;;NULL;NULL;NaN;;;;;NULL;;;;NaN;;NaN;NULL;NaN;NULL;;;;;;;NULL;;;;NULL;;;;;;NaN;;;NULL;;NaN;;;;;NULL;;;;;NaN
TXN-2025027;2025/01/13 00:00:00;  LÃ³pez ;PET-793;CirugÃ­a;CirugÃ­a TPLO perro;1278,58;268,50;1547,08;STRIPE_POS_1;CLOSED;0;1;migrated_2024;FALSE;0;;NaN;NULL;;;;;;;;;;NaN;NaN;;;NaN;;;NULL;;;;;NaN;;NULL;NaN;NULL;;;;;;;;;;NULL;;;;;;;;;NULL;;NULL;NULL;;;;;;;NULL;NaN;NULL;;NULL;;;NULL;NaN;;;;;;;;NaN;NULL;;NaN;NULL;NaN;;NULL;NULL;;
TXN-2025028;23/01/2026;gã³mez;PET-909;VacunaciÃ³n;Vacuna Rabia;29,17;6,13;35,30;EFECTIVO;CLOSED;1;TRUE;FALSE;1;0;NaN;;NaN;NaN;;;;;;;NULL;;NaN;NULL;NaN;NaN;;;NULL;;;NaN;;;;NaN;NULL;NaN;;;;NaN;;;;;;;;;;;;;;;;;;NULL;NULL;;;NULL;;;;;;NaN;;NaN;;NaN;NaN;;;;NaN;;;;NaN;NaN;;NULL;;;;;;;;
TXN-2025029;2025-06-09;GarcÃ­a_antiguo;PET-209;Farmacia;Meloxicam gotas;52,35;10,99;63,34;EFECTIVO_POS_1;CLOSED;FALSE;migrated_2024;FALSE;migrated_2024;1;NaN;;NULL;;NaN;NULL;;NaN;;;;;;;NULL;;;NULL;NaN;;;;;NaN;;NaN;;NULL;NaN;NaN;;NaN;;;NaN;NaN;;;;;NaN;;;NaN;;;;;;;NULL;NULL;;;;;;;;;NaN;;NULL;;;;NULL;;;;NULL;;;;;;;NaN;;NULL;;NaN;;NaN
TXN-2025030;2025-12-18;GÃ³MEZ;PET-546;Consulta;RevisiÃ³n urgencia;57,69;12,11;69,80;Transferencia;CLOSED;TRUE;migrated_2024;FALSE;migrated_2024;TRUE;;;;;;;NULL;;;;;NaN;NULL;NULL;;;;NULL;NULL;;;;;NaN;NULL;NaN;;;;;;;;;;NaN;;;;;;NULL;;NaN;;;NaN;;;;;NULL;;;;NULL;;NaN;;;;;NaN;NaN;;NULL;;;;;NULL;;NaN;;;;NaN;NULL;;;NULL;;;
TXN-2025031;nov. 12, 2025;  LÃ³pez ;PET-676;VacunaciÃ³n;Vacuna Rabia;40,18;8,44; EUR 48,62;TRANSFERENCIA;CLOSED;1;TRUE;1;TRUE;migrated_2024;;NULL;;;;;;;;;;;;;;;NaN;NaN;NULL;NaN;;;;NULL;NULL;;NaN;;;NULL;;;;;;;;;;;;NaN;;;;NaN;NaN;NULL;;NULL;NaN;;;;NaN;;;;;NaN;;NULL;;;NULL;;;NaN;;NaN;;;;;;;NULL;;;;NaN;NaN;NULL;
TXN-2025032;ene. 06, 2025;LÃ³pez_antiguo;PET-812;CirugÃ­a;CirugÃ­a dental avanzada;1109,85;233,07;1342,92;STRIPE;CLOSED;FALSE;0;migrated_2024;migrated_2024;0;;;;;;;;;NULL;;;;;;;;;;;;;;NaN;;;;;;NaN;;;NaN;NULL;;;NULL;;;NULL;;NULL;;NULL;NaN;NaN;NaN;;;;;;;NaN;NaN;;;;NULL;NULL;;;;;NULL;NaN;;;NaN;;;NULL;;;;;;;NULL;NaN;;NULL;NULL;NaN;
TXN-2025033;2025-05-06;sã¡nchez;PET-688;CirugÃ­a;CirugÃ­a TPLO perro;339,09;71,21;â‚¬410,30;STRIPE;PENDING_SYNC;TRUE;FALSE;FALSE;migrated_2024;0;NULL;;;;;;NULL;;;;;NaN;;;NULL;NaN;;;;NaN;NULL;NULL;;NULL;;;;;;NaN;;;;;NULL;;;NULL;;NULL;;NULL;;;;;;;NaN;;;;;;NaN;NULL;;;NULL;;NULL;;;NaN;NULL;;;;;;;;;;;NULL;NULL;;;NaN;NULL;;NULL;
TXN-2025034;10/01/2026;GÃ³mez;PET-934;Farmacia;AntibiÃ³tico amoxicilina;32,43;6,81;39,24â‚¬;TARJETA_POS_1;CLOSED;FALSE;TRUE;migrated_2024;FALSE;migrated_2024;;;NULL;;NULL;;NULL;;;;;;NaN;;NULL;;NaN;;NaN;NaN;;NULL;;;;;NaN;NULL;NaN;;;NULL;;;NaN;;;NaN;;;;NULL;;NULL;NULL;;;;;NaN;;NULL;;;;;;;;;NaN;NULL;;;NULL;;;;NaN;NULL;;NULL;;;;NaN;;;;;;;NULL;NULL
TXN-2025035;2025-02-14;Ruiz;PET-599;VacunaciÃ³n;Leucemia felina;36,22;7,61;43,83;Efectivo;CLOSED;TRUE;0;TRUE;0;0;;;;;NaN;;;NULL;NaN;NaN;NaN;;;NULL;;;;;;;;NULL;;;NULL;;NULL;;;;NULL;;;NaN;NULL;;;NaN;NULL;NULL;;;;;;NULL;;;;NaN;;;NaN;;;;;NULL;NaN;;;;NULL;;NaN;;;;;;;NaN;;;NULL;NULL;NaN;NaN;;;;;NULL;
TXN-2025036;23/03/2025;Ruiz;PET-538;VacunaciÃ³n;Recordatorio anual;;11,20; EUR 64,55;STRIPE_POS_1;CLOSED;1;FALSE;migrated_2024;migrated_2024;1;;;NaN;;;;;;NaN;NULL;NaN;;NULL;;;NaN;NULL;;NaN;;;;;NaN;NULL;NaN;NaN;;;;NaN;;;NULL;NULL;;;;;NaN;NULL;;;;;NaN;NaN;;NULL;NaN;;;NULL;;NULL;NULL;NaN;NULL;;;;;;;;;;;;;NaN;;NaN;;;;NULL;;;;;;;
TXN-2025037;NULL;LÃ³pez;PET-180;Consulta;RevisiÃ³n urgencia;63,23;13,28;76,51â‚¬;TARJETA;CLOSED;migrated_2024;migrated_2024;TRUE;0;TRUE;;NULL;;;NULL;;NaN;NULL;;;;;;;NaN;;;;NaN;;NaN;;NaN;;;NaN;;;;;;;;;;;;;;NaN;;NULL;;;NULL;;NaN;;;;;NaN;;;;;;;NaN;;;NaN;NaN;NaN;NULL;;;;;;;;NULL;;NULL;NULL;NULL;;;;NULL;;NaN;NULL
TXN-2025038;NULL;MARTÃ­NEZ;PET-166;CirugÃ­a;CirugÃ­a dental avanzada;1248,40;262,16;1510,56;TRANSFERENCIA;CLOSED;0;migrated_2024;1;1;TRUE;NULL;;NULL;NULL;;NaN;;;NULL;NULL;;;;NULL;NaN;;;;;;;;NULL;NaN;NaN;NaN;;NaN;;;;;;;NaN;NULL;;NULL;NULL;;;NULL;;;;NULL;;;;NaN;;NULL;;;NULL;NULL;;;;;;;;;;;NaN;NaN;;NULL;;;;;NaN;;NaN;;;NULL;;NULL;;NaN
TXN-2025039;abr. 24, 2025;PÃ©rez_antiguo;PET-277;CirugÃ­a;CirugÃ­a TPLO perro;;157,78;909,09â‚¬;TRANSFERENCIA_POS_1;CLOSED;0;migrated_2024;TRUE;1;FALSE;;;;NaN;;;;;NaN;;;NaN;;NULL;NULL;;;NULL;;;;;;;;;NaN;;NaN;NaN;NaN;;;NaN;;;NULL;;;NULL;NULL;NaN;NULL;;;NULL;;;;;;;NaN;;;;;NaN;;NaN;NaN;;;NULL;NULL;NaN;;NaN;NaN;;;NaN;NaN;;;;;;;;NULL;;NaN;
TXN-2025040;2025/12/08 00:00:00;MartÃ­nez;PET-470;Farmacia;AntibiÃ³tico amoxicilina;72,70;15,27;87,97â‚¬;Efectivo;CLOSED;FALSE;0;FALSE;0;FALSE;NaN;;NaN;;;;;;;;;NaN;;;;;;NaN;NaN;;NULL;;;;;;;;;NaN;;;;;NULL;;;;NaN;NULL;;NULL;;NaN;NaN;;;;;;NULL;NULL;;NaN;;;NULL;;;NaN;;;NaN;;;;;NULL;;;;;NULL;NULL;NULL;NULL;;;;NaN;;;NaN;NULL
TXN-2025041;NULL;GARCÃ­A;PET-222;Consulta;Consulta especialista;57,31;12,04;â‚¬69,35;TARJETA;CLOSED;0;FALSE;TRUE;TRUE;1;;;NaN;;NaN;NaN;;;;NaN;;;NaN;;NaN;;;NaN;NULL;;;NULL;NULL;;NaN;;;NaN;;NULL;;;;;;NaN;;;NaN;NaN;;;NaN;;NULL;NaN;;NULL;;;;;;;;;;NaN;;;;NaN;;;;NaN;;NaN;;;;;;;NaN;NULL;;;;;NaN;;;NULL
TXN-2025042;2025/03/25 00:00:00;LÃ³PEZ;PET-293;VacunaciÃ³n;Polivalente;53,58;11,25;64,83;Tarjeta;CLOSED;TRUE;TRUE;migrated_2024;migrated_2024;migrated_2024;;NULL;;;;;;;;;;;NULL;;;NaN;;;NaN;;;NaN;;NULL;;NaN;;;NULL;;;;NaN;;;;;;;NULL;;;;NaN;NULL;NULL;;;;;NaN;NaN;;NULL;;;NaN;;NULL;;;NULL;;NaN;;;NaN;;NULL;;;NULL;;NULL;NULL;;;;NULL;NaN;;;;
TXN-2025043;11/12/2025;lã³pez;PET-281;Farmacia;Bravecto 3 meses;43,97;9,23;53,20â‚¬;TRANSFERENCIA;CLOSED;TRUE;migrated_2024;TRUE;TRUE;0;;;NULL;NaN;;;NULL;NULL;;;;;;;NaN;;;NULL;NULL;;NULL;NaN;;;;;NaN;;NULL;;NULL;;NULL;NULL;;NULL;;;;NaN;;NULL;;;;NaN;;NaN;;;NULL;;;;;;NaN;;;NULL;;NULL;;NaN;;;;;;NULL;NaN;;NaN;;NULL;;;;NaN;;;;NaN;
TXN-2025044;05/12/2025;GarcÃ­a_antiguo;PET-870;VacunaciÃ³n;Leucemia felina;51,77;10,87;62,64â‚¬;STRIPE;CLOSED;migrated_2024;migrated_2024;1;1;1;;;;;NULL;;;NULL;;NaN;;NaN;;;;;;NULL;;;;NaN;NaN;;;;;;;;NULL;NaN;;;;;;;;;NaN;NULL;NULL;;;;;;;;;NULL;;;;NaN;NULL;;NaN;;NaN;;NaN;;NULL;NaN;;NaN;;;NULL;NULL;;NaN;;;NULL;;;;;;NaN;
