TXN_ID;fecha_pago;cliente_nombre;mascota_id;servicio_cat;descripcion_detallada;subtotal_neto;impuesto_aplicado;total_con_iva;metodo_abono;estado_sistema;old_sys_val_1;old_sys_val_2;old_sys_val_3;old_sys_val_4;old_sys_val_5;old_sys_val_6;old_sys_val_7;old_sys_val_8;old_sys_val_9;old_sys_val_10;old_sys_val_11;old_sys_val_12;old_sys_val_13;old_sys_val_14;old_sys_val_15;old_sys_val_16;old_sys_val_17;old_sys_val_18;old_sys_val_19;old_sys_val_20;old_sys_val_21;old_sys_val_22;old_sys_val_23;old_sys_val_24;old_sys_val_25;old_sys_val_26;old_sys_val_27;old_sys_val_28;old_sys_val_29;old_sys_val_30;old_sys_val_31;old_sys_val_32;old_sys_val_33;old_sys_val_34;old_sys_val_35;old_sys_val_36;old_sys_val_37;old_sys_val_38;old_sys_val_39;Unnamed: 40;Unnamed: 41;Unnamed: 42;Unnamed: 43;Unnamed: 44;Unnamed: 45;Unnamed: 46;Unnamed: 47;Unnamed: 48;Unnamed: 49;Unnamed: 50;Unnamed: 51;Unnamed: 52;Unnamed: 53;Unnamed: 54;Unnamed: 55;Unnamed: 56;Unnamed: 57;Unnamed: 58;Unnamed: 59;Unnamed: 60;Unnamed: 61;Unnamed: 62;Unnamed: 63;Unnamed: 64;Unnamed: 65;Unnamed: 66;Unnamed: 67;Unnamed: 68;Unnamed: 69;Unnamed: 70;Unnamed: 71;Unnamed: 72;Unnamed: 73;Unnamed: 74;Unnamed: 75;Unnamed: 76;Unnamed: 77;Unnamed: 78;Unnamed: 79;Unnamed: 80;Unnamed: 81;Unnamed: 82;Unnamed: 83;Unnamed: 84;Unnamed: 85;Unnamed: 86;Unnamed: 87;Unnamed: 88;Unnamed: 89
TXN-2025010;NULL;  GarcÃ­a ;PET-403;Farmacia;Bravecto 3 meses;115,35;24,22;139,57â‚¬;TRANSFERENCIA_POS_1;CLOSED;migrated_2024;1;0;0;migrated_2024;;;;NaN;NaN;NaN;;;NULL;;NaN;NaN;;NaN;;NULL;;NaN;;NULL;;;;;;NaN;NaN;;NaN;;NaN;;NULL;;;;NULL;;;;NULL;;;NaN;NULL;NULL;NaN;NaN;NULL;;NULL;NaN;;NaN;;;NaN;NULL;;;NULL;NaN;;;;;NULL;NaN;;NULL;NULL;NULL;;;;;;;NaN;;NULL;;;
TXN-2025011;27/03/2025;GÃ³mez_antiguo;PET-890;VacunaciÃ³n;Recordatorio anual;;11,10;63,98;STRIPE;CLOSED;1;1;migrated_2024;TRUE;1;NULL;;NULL;;;;;;;;;;NULL;;;;;;;;;;;;;;NULL;;;;;;NaN;;;;NaN;NaN;NaN;;;;NaN;;;NULL;;NaN;NaN;;;NULL;;;;NULL;;NULL;NaN;;NaN;NULL;;NULL;;;;;NULL;;NaN;NaN;NaN;;;;;;NaN;;;;;
TXN-2025012;23/02/2025;  GÃ³mez ;PET-519;CirugÃ­a;ExtracciÃ³n tumoral;633,10;132,95; EUR 766,05;STRIPE;CLOSED;1;FALSE;FALSE;TRUE;0;;;;;;;;;NULL;;;;;;;NaN;NaN;NaN;;NULL;;;;NaN;;;;;;NaN;;;NULL;;NULL;;NaN;;;NULL;;;NaN;;;NaN;;NULL;NULL;;NaN;;NULL;;;;;;NaN;;;;;;;;;NaN;;;NULL;NaN;NaN;;NULL;;;;;NaN;;;NaN;
TXN-2025013;2025-10-31;GARCÃ­A;PET-744;CirugÃ­a;CirugÃ­a TPLO perro;;81,25;â‚¬468,16;EFECTIVO;CLOSED;1;FALSE;0;1;migrated_2024;;;NaN;;;;NaN;;;;;NULL;NULL;NaN;;;NULL;NaN;NaN;NaN;;NaN;;NaN;NaN;;;NaN;;;;NULL;NaN;NULL;;NULL;;NaN;;NULL;NaN;NULL;NaN;;;NULL;NaN;;;;NaN;;;NaN;NULL;;;;NaN;;NULL;NULL;NaN;NaN;NaN;;;;;;;;;NaN;NULL;;NULL;;;NaN;;NULL;;NULL
NaN;NULL;LÃ³pez;PET-322;Consulta;Seguimiento post-operatorio;68,97;14,48; EUR 83,45;Stripe;CLOSED;1;migrated_2024;migrated_2024;0;0;;;;;;NaN;NaN;;;NaN;;;;NaN;NaN;NULL;NULL;;;;NULL;NaN;;;;;;NULL;NULL;NaN;;NULL;NULL;;;NaN;;;;;;;NULL;;NULL;NaN;;NULL;;;;;NaN;;NULL;NaN;;;;NaN;;NULL;;;;;NaN;NaN;;NULL;;;;NaN;NULL;;NaN;NaN;;;;;;NULL
TXN-2025015;04/04/2025;PÃ©rez_antiguo;PET-391;CirugÃ­a;CirugÃ­a TPLO perro;310,62;65,23; EUR 375,85;EFECTIVO;PENDING_SYNC;migrated_2024;TRUE;TRUE;0;0;;;;;NaN;;;;;NULL;;;;;;;NULL;;;;;NaN;;;NULL;NaN;NULL;;;;;;;NaN;;;NaN;;;;NaN;;;;NULL;;;;NULL;;NULL;;NaN;;;NaN;NaN;;;;;;NaN;;;;NULL;NULL;;;NaN;NaN;NULL;;NaN;NULL;;NaN;;;;NaN;;NULL
TXN-2025016;01/02/2025;lã³pez;PET-591;Farmacia;AntibiÃ³tico amoxicilina;91,32;19,18;110,50â‚¬;Stripe;CLOSED;0;FALSE;1;1;TRUE;NaN;NULL;;;;;;;NULL;NULL;NaN;NULL;;;NaN;NaN;NULL;NaN;NULL;NaN;;NaN;;NULL;;;;;NaN;;;NULL;;NaN;NaN;;;;;;NaN;;;;;;;;NaN;NaN;NULL;;NaN;NULL;NULL;NULL;NaN;;;NULL;;;NaN;NULL;NULL;NULL;;NaN;;NaN;NaN;NaN;;;NULL;NaN;;;NaN;NULL;NULL;;;NULL
TXN-2025017;2025/10/10 00:00:00;LÃ³pez_antiguo;PET-649;CirugÃ­a;CirugÃ­a TPLO perro;945,78;198,61;1144,39â‚¬;TARJETA_POS_1;CLOSED;0;FALSE;FALSE;0;0;NULL;NULL;;;;NULL;;;;;;NULL;;;NaN;NaN;;NaN;;NULL;;;NULL;NaN;NaN;NULL;;;NULL;NULL;;;;NaN;;;NULL;;NULL;NaN;;;;;NaN;;NULL;;NaN;;;;NaN;NaN;;;;;;;NaN;;;;NULL;NaN;;NaN;NULL;NaN;NULL;NULL;NULL;NULL;;NULL;;;;;;;;
TXN-2025018;06/07/2025;ruiz;PET-102;VacunaciÃ³n;Recordatorio anual;27,77;5,83;33,60;TARJETA_POS_1;CLOSED;1;migrated_2024;migrated_2024;FALSE;TRUE;;NaN;;;NULL;;;;;;;;;NaN;;;NaN;NULL;;;NULL;NULL;;NULL;;NaN;NULL;NULL;;;;;NaN;;;;;;NULL;;;NaN;;NULL;NaN;;;NaN;NULL;NaN;;;NaN;NaN;;;;;;;;NaN;;;;;;;;;;;;;NaN;;;;;;;;NULL;
TXN-2025019;2025/02/06 00:00:00;  MartÃ­nez ;PET-833;Farmacia;Meloxicam gotas;11,83;2,48;14,31;EFECTIVO;CLOSED;0;0;TRUE;1;FALSE;;;NULL;NaN;NULL;;NaN;NULL;;;NULL;;NULL;;;;NaN;;;;;;NULL;;;;;NaN;NULL;;;;NaN;;NaN;;;;;;;;;;NULL;;NULL;;NaN;;NULL;;;;;;;NaN;;NULL;;NULL;;NULL;;NULL;NaN;;;;;;;;NULL;NULL;NULL;NaN;;;;;NULL;NaN
TXN-2025020;sep. 02, 2025;PÃ©REZ;PET-389;Farmacia;Meloxicam gotas;12,68;2,66;â‚¬15,34;Efectivo;CLOSED;0;TRUE;1;0;TRUE;NaN;NaN;NaN;;;;;;;;;NULL;;NULL;;;;;;NULL;NULL;;;NaN;NULL;;;;;;;;;NULL;;NULL;;NULL;NULL;;;;;NaN;;;;;;NULL;NULL;NaN;;NaN;;;;;;;;NaN;NaN;;;;;;NaN;;NaN;NaN;;;NaN;;;;;;NULL;;;
TXN-2025021;2025/08/19 00:00:00;  LÃ³pez ;PET-601;CirugÃ­a;CirugÃ­a TPLO perro;869,48;182,59;1052,07â‚¬;TRANSFERENCIA_POS_1;CLOSED;FALSE;1;migrated_2024;0;0;NaN;;;;NULL;NULL;NaN;;;;NaN;;;;;;NULL;;NULL;NULL;NaN;NULL;;;NaN;NaN;;;NaN;;;NaN;;;NULL;;NULL;;;;NULL;NULL;;;NULL;;;;;;;;NULL;NaN;;NaN;;;;;;NaN;;;;;;;;NULL;;;;;NULL;NaN;NaN;NULL;;NaN;;;;NaN
TXN-2025022;01/05/2025;LÃ³pez_antiguo;PET-702;VacunaciÃ³n;Leucemia felina;54,21;11,38;65,59;STRIPE;PENDING_SYNC;migrated_2024;migrated_2024;0;migrated_2024;0;;;NaN;;;NULL;;;;NULL;NaN;;;;;;;;;NULL;;;;NaN;;;;;NaN;;;NULL;;NaN;;;NaN;;;;;;;;;;NULL;;;;;;;;;NULL;NULL;NULL;;;;;;;;NaN;NULL;;NULL;;NaN;;;;NULL;;;;NaN;NaN;;;NULL;
TXN-2025023;jul. 30, 2025;LÃ³pez_antiguo;PET-145;VacunaciÃ³n;Polivalente;43,52;9,14;52,66;TARJETA;CLOSED;FALSE;1;0;1;TRUE;NaN;;;;;;;;;;NULL;NULL;;;;NULL;;;NULL;;NULL;NULL;;;;;;;;;;NaN;NULL;NULL;;;;;;;NaN;NULL;;;NULL;;NaN;;;;NULL;;NaN;NULL;;NULL;;;;;;;;NULL;;;NULL;;NaN;;NULL;;;;NULL;NULL;;;;;;NULL;NULL;
TXN-2025024;2025/01/23 00:00:00;  GÃ³mez ;PET-766;Farmacia;AntibiÃ³tico amoxicilina;32,63;6,85;â‚¬39,48;Transferencia;CLOSED;1;0;1;1;migrated_2024;;;NaN;;;NULL;;;NULL;;;NaN;NaN;;;;NULL;;NULL;;;;;;NaN;;;;NaN;NULL;;;NULL;;NaN;NULL;;;;;;NULL;NaN;NaN;;;;;;NULL;;;;NULL;;;;;;NaN;;;NaN;NULL;;;NULL;NaN;;NaN;;NaN;NaN;NaN;NULL;;NaN;;;;;;;NaN
TXN-2025025;dic. 25, 2025;SÃ¡nchez;PET-863;VacunaciÃ³n;Recordatorio anual;35,11;7,37;42,48;STRIPE;CLOSED;TRUE;1;FALSE;1;FALSE;NULL;;;NaN;NULL;;NaN;;;;;;;NULL;;;;;;;;NULL;;NULL;;;;NULL;;;;;NULL;NaN;NULL;NULL;NULL;;NULL;;;;;;NaN;;;;;;;;;;;;;;;;NULL;NULL;;NULL;NaN;NULL;;;;;;NaN;;;NULL;NULL;NaN;;;NaN;;NULL;;NaN
TXN-2025026;2025/11/28 00:00:00;MARTÃ­NEZ;PET-391;CirugÃ­a;CirugÃ­a dental avanzada;1487,49;312,37; EUR 1799,86;Transferencia;CLOSED;migrated_2024;migrated_2024;TRUE;TRUE;FALSE;NaN;;;;NaN;;;;;;NULL;;NULL;;;NaN;NaN;;;NaN;;;NULL;;;NULL;;;;;;;;NaN;NaN;NaN;NULL;;;NaN;;;;NaN;;;NaN;;;;;NULL;;;NULL;;;NULL;NaN;NaN;;;NaN;;;;;;NaN;;NULL;;NaN;NaN;;NaN;;;;;;;;NULL
TXN-2025027;2025/10/27 00:00:00;GÃ³mez_antiguo;PET-687;VacunaciÃ³n;Recordatorio anual;34,29;7,20;41,49;Stripe;CLOSED;FALSE;FALSE;TRUE;0;1;NaN;;NULL;;NULL;;;;NaN;;;;;;NaN;;;;;;;;NULL;;;;;;;NULL;;;;;NaN;;;;NULL;;;NaN;;;;NULL;;NULL;NaN;;;NULL;;;;;;NaN;NaN;;NULL;;NaN;NaN;;NaN;;NULL;;;;NaN;;NaN;NaN;NaN;;;;;NULL;;;
TXN-2025028;feb. 03, 2025;  PÃ©rez ;PET-166;VacunaciÃ³n;Recordatorio anual;39,51;8,30;â‚¬47,81;EFECTIVO_POS_1;CLOSED;1;0;0;0;1;;;;;NaN;;;;;;;;;NaN;NaN;;;NULL;;;NaN;NaN;NaN;;NULL;;;;;NULL;NULL;NaN;;NaN;NULL;NULL;;;;;;NULL;;NaN;NULL;;;NaN;;;NULL;NaN;;;NaN;;;;;;;NaN;;;;NaN;;NaN;NaN;NaN;NULL;;NULL;;;NaN;;;;;;;;
TXN-2025029;NULL;PÃ©rez;PET-650;CirugÃ­a;CirugÃ­a TPLO perro;389,08;81,71;â‚¬470,79;Transferencia;CLOSED;1;FALSE;TRUE;FALSE;TRUE;;;;NULL;NULL;;NULL;;;;NULL;;;;;;;;;NaN;;;NULL;NULL;;NaN;;;NULL;;;;NaN;;;NULL;;;;;;;;;NaN;NULL;NaN;;;;;;;;NaN;;;NaN;;;NULL;NaN;;NaN;;;NULL;NULL;NULL;;;NULL;;;NaN;;;;;;NULL;;NaN;
TXN-2025030;mar. 25, 2025;GÃ³mez_antiguo;PET-779;CirugÃ­a;CirugÃ­a dental avanzada;1043,79;219,20;1262,99â‚¬;TRANSFERENCIA;CLOSED;1;migrated_2024;migrated_2024;TRUE;TRUE;;;;;NaN;;;NULL;;NULL;;;NULL;NaN;;NaN;;NaN;;NULL;;NaN;;;NULL;;;NaN;;NaN;;;;;;NaN;;;;;NULL;NaN;;;;NULL;;NULL;;;;;;;;NULL;;;;;;;NULL;NaN;;;;;NaN;NULL;;NaN;;;NULL;NaN;;NaN;NULL;NULL;;;;
NaN;NULL;PÃ©rez_antiguo;PET-894;VacunaciÃ³n;Polivalente;34,81;7,31;42,12;Tarjeta;CLOSED;FALSE;FALSE;migrated_2024;TRUE;FALSE;;;;;;;NULL;;;NaN;NaN;;;;;;;NULL;NULL;;;;;NaN;NULL;;;NULL;NULL;;;NULL;NULL;;;;;;;NaN;;NaN;;;;;;;;;;;NULL;NULL;;;NULL;NaN;;;;;;NULL;;NaN;;;;;NULL;NaN;NaN;;;NULL;;;;;NaN;;;
NaN;2025/02/24 00:00:00;garcã­a;PET-306;CirugÃ­a;CirugÃ­a dental avanzada;476,26;100,01;576,27;TARJETA;PENDING_SYNC;1;TRUE;TRUE;0;TRUE;;;NaN;NaN;NaN;NaN;NULL;;;;;NULL;;;NaN;NULL;NaN;NULL;NaN;;;;NaN;NULL;;;;NULL;;NULL;;;;;NULL;NaN;;;;NaN;;;;;;NaN;;;;;NaN;;;NaN;NaN;;;NaN;;;;;;;;NULL;;;;NULL;;;;NULL;;NaN;NULL;;;NULL;NaN;;;
TXN-2025033;2025/11/11 00:00:00;  MartÃ­nez ;PET-975;CirugÃ­a;CirugÃ­a TPLO perro;606,70;127,41; EUR 734,11;EFECTIVO;CLOSED;0;1;TRUE;TRUE;1;;;NaN;;;NULL;;;;;NaN;NaN;NaN;;;NULL;NaN;;;;NULL;NULL;;;;;;;;NaN;;;;NULL;;NULL;;;NaN;NaN;;NULL;;;;NULL;;;NaN;;NULL;NULL;;;;NaN;NULL;;;;;;;;NaN;;;NaN;;;;;NaN;NULL;NULL;NULL;;;;;NULL;;;
TXN-2025034;15/11/2025;GARCÃ­A;PET-673;Consulta;Consulta general;55,55;11,67;67,22â‚¬;TARJETA;CLOSED;FALSE;TRUE;0;0;1;;;NaN;;;NaN;;;NULL;NULL;;NaN;;;;NaN;;NULL;;;NaN;;NULL;NULL;NaN;;;;;NaN;;;;;;;;;;NULL;NaN;NaN;;;;;NaN;;;NaN;;;;;NaN;;;NaN;;;;;;;;;;;;;;NULL;;;NaN;NULL;;;NULL;;NULL;;;
TXN-2025035;27/01/2026;LÃ³PEZ;PET-736;VacunaciÃ³n;Vacuna Rabia;28,51;5,99;34,50;STRIPE_POS_1;CLOSED;migrated_2024;1;migrated_2024;FALSE;migrated_2024;NULL;;;NaN;NULL;;NULL;;;NULL;;;;NULL;NaN;;;;;;;;;;NULL;NaN;;;;;;;;;;;;;;;;;NaN;;NULL;;NaN;;NULL;;;NULL;;;;;NULL;;NaN;;;;;;;;;NaN;;NaN;NULL;;;NULL;;NaN;NULL;NULL;;;;;;NaN
TXN-2025036;NULL;garcã­a;PET-431;CirugÃ­a;CirugÃ­a TPLO perro;971,16;203,94;1175,10;TRANSFERENCIA;CLOSED;migrated_2024;FALSE;migrated_2024;TRUE;0;;;;;;;NaN;;;NULL;;;NULL;;;;NULL;;NULL;NaN;;;;;;;;;;NULL;NULL;;;;;;NaN;NULL;;;;;;;;NULL;;NaN;NULL;;;;NULL;;;;;;;NULL;NULL;;;;;;;;;;;NULL;;NULL;;NULL;;NaN;NULL;;NULL;NULL;;
TXN-2025037;2025-11-20;  GarcÃ­a ;PET-449;Consulta;Consulta especialista;48,36;10,16;â‚¬58,52;TRANSFERENCIA_POS_1;CLOSED;1;migrated_2024;0;migrated_2024;1;;;;;NULL;;;;;;NULL;;NULL;NaN;NaN;;NaN;NULL;;;NaN;;NaN;;;NULL;NaN;;NaN;;;NaN;;;NULL;;NaN;NaN;NaN;;NULL;;;;NaN;;;;NaN;;NaN;NULL;;;NULL;;;NaN;;;NaN;;;;;;;;NULL;;;NULL;;;;;;;;NULL;NaN;NaN;NULL;
TXN-2025038;sep. 14, 2025;PÃ©rez_antiguo;PET-307;Farmacia;Meloxicam gotas;21,60;4,54;â‚¬26,14;TRANSFERENCIA;CLOSED;1;1;1;TRUE;FALSE;NULL;NULL;NULL;;NaN;;NaN;;;;;NULL;NaN;;;NULL;NaN;;NULL;;NULL;;;;;;;;;;;;;;;;;;NULL;NULL;NaN;;NULL;;;;;;;;;;;NULL;;;;;;;;;NaN;NULL;NaN;;;;;;NaN;;;;;NaN;NaN;;NaN;;NaN;NULL;;
TXN-2025039;06/11/2025;gã³mez;PET-338;VacunaciÃ³n;Leucemia felina;36,54;7,67;44,21;Transferencia;CLOSED;migrated_2024;1;FALSE;FALSE;1;;NaN;;;;;;;NULL;NULL;;;NaN;;NaN;;;;;NaN;;NaN;;;;NaN;;;NULL;NaN;;NaN;;;NaN;;;NULL;;;NULL;NaN;NULL;NaN;;NaN;;;;;;;NaN;;;NaN;;;;NaN;;NULL;;;;NaN;;;;;NaN;;;;NULL;;NULL;;NULL;;;NULL;;
TXN-2025040;17/11/2025;pã©rez;PET-349;CirugÃ­a;CirugÃ­a TPLO perro;533,91;112,12;646,03â‚¬;Transferencia;CLOSED;TRUE;FALSE;1;TRUE;0;;NaN;;NULL;;NaN;;NaN;;;NULL;;;NULL;;;;;;;;NaN;;NULL;NaN;NULL;NULL;;;;;NULL;NULL;;NULL;;NULL;;;;NaN;;;;NaN;NaN;NULL;;;;NULL;NULL;;NULL;;;;;;NaN;NULL;;;NaN;;NULL;;;NULL;NaN;;;NULL;;;;;NaN;;;NULL;NaN;;
TXN-2025041;NULL;ruiz;PET-787;Farmacia;AntibiÃ³tico amoxicilina;85,78;18,01; EUR 103,79;TARJETA;CLOSED;0;TRUE;migrated_2024;TRUE;FALSE;;NaN;NULL;NaN;;NULL;;NaN;;;NULL;;NULL;;;NULL;;;;;NaN;NULL;NULL;;;;;;NULL;;NULL;;NaN;;;NaN;NaN;;;;;;;;;;;;;;NaN;;NaN;NaN;;;NULL;NaN;;;;;NULL;NULL;;NaN;;NULL;;;;NULL;;;NaN;;NaN;NaN;;;;NULL;;NaN
TXN-2025042;dic. 15, 2025;GÃ³mez_antiguo;PET-304;VacunaciÃ³n;Polivalente;;8,35;48,12â‚¬;STRIPE;CLOSED;TRUE;FALSE;0;0;FALSE;NaN;NULL;NaN;;NaN;;NaN;;;NaN;;;;;;;;;;;;NaN;;;NULL;;NaN;;;NaN;NaN;;NaN;;;NaN;NULL;;;NaN;NaN;;NaN;;;;;;;;;;;;NULL;NULL;NULL;NaN;;;;;;;NULL;;;NaN;;;;;NULL;NaN;;NaN;;NULL;;NaN;;;;
TXN-2025043;2025/05/28 00:00:00;Ruiz;PET-628;Farmacia;Meloxicam gotas;26,28;5,52;31,80;EFECTIVO;CLOSED;TRUE;migrated_2024;migrated_2024;FALSE;TRUE;NaN;NULL;NULL;;;NaN;;NULL;NULL;;NaN;;;;NULL;NULL;NULL;;NULL;;;;;;NULL;;;;;NaN;;NULL;NaN;NULL;;;;;;;;;NULL;NULL;NaN;NULL;;;NaN;;;NULL;NULL;;;;NaN;NULL;NaN;NULL;;;;;NaN;NaN;;;;;;;;;;NaN;;;;NULL;;NULL;;NULL
TXN-2025044;NULL;sã¡nchez;PET-977;Farmacia;Bravecto 3 meses;86,72;18,21;104,93;TRANSFERENCIA;CLOSED;FALSE;migrated_2024;FALSE;0;migrated_2024;;NULL;NULL;NaN;;;;NULL;;;NULL;;;;;;NULL;NaN;;;;;;NaN;NaN;;;NaN;;NULL;;;;;;;;NULL;;NaN;;;;NULL;NaN;NaN;;NaN;;;;;;;;;NaN;;NULL;;;NaN;;;;;NaN;;;;;;;;;NULL;NULL;;NULL;;;;;
